index,deposit
223,26092.046875
224,26062.869140625
225,32786.234375
226,23743.431640625
227,30247.341796875
228,33932.6875
229,24268.943359375
230,24211.25
231,32910.82421875
232,32910.82421875
233,18141.162109375
234,18391.189453125
235,23473.5078125
236,26556.501953125
237,17414.240234375
238,30401.142578125
239,19790.55078125
240,37184.48828125
241,34732.1796875
242,26527.90234375
243,25947.87109375
244,19814.150390625
245,31305.8671875
246,39112.87109375
247,40039.46875
248,38103.76171875
249,17992.607421875
250,33028.8515625
251,25499.076171875
252,30957.4765625
253,25973.474609375
254,23224.484375
255,30789.845703125
256,55814.6328125
257,19569.123046875
258,36808.3125
259,23909.17578125
260,40309.1171875
261,23169.11328125
262,24440.404296875
263,25637.990234375
264,17414.240234375
265,40143.546875
266,26605.828125
267,19964.6484375
268,18915.37109375
269,29975.86328125
270,29929.2109375
271,30786.23828125
272,24947.1171875
273,25817.275390625
274,40243.26953125
275,19964.6484375
276,18044.6796875
277,19753.703125
278,25116.25
279,31667.353515625
280,23351.091796875
281,41128.171875
282,24029.2890625
283,46491.34765625
284,13697.353515625
285,17407.576171875
286,18842.369140625
287,18842.369140625
288,18842.369140625
289,26588.34765625
290,65893.796875
291,29515.0546875
292,42163.83203125
293,12317.193359375
294,12546.697265625
295,24835.265625
296,24835.265625
297,30283.3203125
298,25173.939453125
299,23688.662109375
300,19628.451171875
301,40772.98046875
302,42082.9921875
303,34021.86328125
304,34241.66796875
305,25578.42578125
306,31986.580078125
307,31119.412109375
308,41778.6484375
309,41325.44921875
310,33959.41796875
311,41474.51171875
312,26000.580078125
313,35994.3671875
314,19432.234375
315,19446.20703125
316,31537.318359375
317,32460.509765625
318,30874.88671875
319,23204.0078125
320,25443.81640625
321,37233.87890625
322,36647.48046875
323,31082.50390625
324,50920.1796875
325,22484.30859375
326,24702.779296875
327,19630.349609375
328,40050.7890625
329,41346.50390625
330,24779.337890625
331,22906.734375
332,29233.27734375
333,19667.63671875
334,33587.91015625
335,43078.2734375
336,34371.359375
337,25817.978515625
338,22877.5859375
339,29406.7109375
340,37512.8359375
341,37512.8359375
342,43654.078125
343,24328.05078125
344,24852.560546875
345,34881.40625
346,25553.298828125
347,24565.703125
348,21924.28125
349,25646.95703125
350,25405.119140625
351,37119.4609375
352,18812.515625
353,18812.515625
354,15699.3876953125
355,26848.33203125
356,50145.5234375
357,40283.36328125
358,34307.296875
359,19997.3046875
360,20317.43359375
361,20298.03125
362,42686.203125
363,23549.033203125
364,26802.27734375
365,32923.8671875
366,32307.146484375
367,20528.337890625
368,33715.39453125
369,25438.26171875
370,32981.10546875
371,24576.92578125
372,24000.0234375
373,23721.599609375
374,50908.37890625
375,34017.6640625
376,34017.6640625
377,64634.3359375
378,34102.6640625
379,58433.77734375
380,40273.51171875
381,25906.845703125
382,32981.10546875
383,44110.65234375
384,31817.5078125
385,35352.73828125
386,37518.328125
387,28621.861328125
388,24616.59765625
389,36283.41796875
390,27565.658203125
391,33009.67578125
392,23568.244140625
393,23568.244140625
394,33474.6875
395,37486.30078125
396,37486.30078125
397,24648.126953125
398,33267.328125
399,33267.328125
400,41084.98046875
401,57444.2421875
402,31251.02734375
403,33120.60546875
404,33120.60546875
405,38643.3984375
406,33547.25
407,33313.3671875
408,27882.048828125
409,34170.25
410,25776.775390625
411,31173.318359375
412,24492.728515625
413,72032.96875
414,28190.998046875
415,28190.998046875
416,35139.28125
417,32186.0390625
418,34183.3203125
419,25353.119140625
420,37147.0078125
421,37009.0234375
422,24913.921875
423,44413.421875
424,34737.8046875
425,33148.93359375
426,29772.251953125
427,32432.162109375
428,40063.43359375
429,40063.43359375
430,33278.37109375
431,31299.693359375
432,17038.380859375
433,18550.1796875
434,26491.787109375
435,23930.611328125
436,21227.98046875
437,21227.98046875
438,21392.302734375
439,12325.6171875
440,17428.556640625
441,18784.779296875
442,20200.962890625
443,28864.462890625
444,16752.708984375
445,23239.623046875
446,10495.658203125
447,24061.375
448,13872.9716796875
449,21429.560546875
450,13928.2978515625
451,20496.5546875
452,20496.5546875
453,22770.876953125
454,27839.419921875
455,26300.8984375
456,22705.6328125
457,28462.400390625
458,12157.791015625
459,15018.8291015625
460,16325.1162109375
461,31789.052734375
462,25565.078125
463,17914.599609375
464,7392.26025390625
465,16735.62109375
466,26266.92578125
467,16250.060546875
468,15929.7900390625
469,21470.080078125
470,16735.62109375
471,13239.8896484375
472,16735.62109375
473,21100.984375
474,22694.6171875
475,15174.6103515625
476,23443.091796875
477,16248.1064453125
478,26292.361328125
479,15983.791015625
480,34678.39453125
481,13264.3916015625
482,19194.482421875
483,20444.068359375
484,11345.26953125
485,23119.330078125
486,19692.876953125
487,19692.876953125
488,19314.75390625
489,13801.8486328125
490,22117.576171875
491,13264.3916015625
492,24775.705078125
493,15095.3671875
494,11555.8369140625
495,11979.724609375
496,24054.861328125
497,30115.833984375
498,24438.92578125
499,26156.8671875
500,34425.38671875
501,34411.19140625
502,33586.66015625
503,29221.115234375
504,20913.0703125
505,27072.9765625
506,26559.986328125
507,25534.625
508,27840.912109375
509,26970.66015625
510,28574.501953125
511,28574.501953125
512,28798.376953125
513,33173.515625
514,24049.568359375
515,25816.994140625
516,27481.51953125
517,33979.984375
518,25435.14453125
519,29280.125
520,33877.3828125
521,33162.046875
522,29092.9296875
523,28987.173828125
524,26048.203125
525,33316.1640625
526,32725.0703125
527,23843.75
528,26087.8125
529,24534.71875
530,23416.46484375
531,26388.4453125
532,26388.4453125
533,28559.896484375
534,28559.896484375
535,34670.8984375
536,27812.955078125
537,34670.8984375
538,34827.66796875
539,29610.419921875
540,25476.283203125
541,31103.2734375
542,32576.037109375
543,29396.98828125
544,33305.8671875
545,26175.53515625
546,29396.98828125
547,24396.880859375
548,27330.9765625
549,26115.953125
550,24147.51953125
551,28730.62890625
552,23709.974609375
553,23730.763671875
554,22738.66796875
555,27997.22265625
556,30604.783203125
557,27398.171875
558,25121.8515625
559,34073.578125
560,33485.4140625
561,23754.7421875
562,35032.0390625
563,29481.587890625
564,23627.41796875
565,25164.404296875
566,28714.837890625
567,27022.916015625
568,24531.392578125
569,28992.779296875
570,25448.419921875
571,29358.900390625
572,24892.232421875
573,29218.119140625
574,24030.291015625
575,29084.82421875
576,32685.6875
577,25237.908203125
578,20671.95703125
579,24070.998046875
580,24238.755859375
581,28752.01171875
582,29218.119140625
583,24342.220703125
584,27493.72265625
585,29793.974609375
586,24862.41015625
587,33801.609375
588,23646.98828125
589,23896.517578125
590,24889.091796875
591,27215.048828125
592,28108.890625
593,24596.787109375
594,20850.3828125
595,6207.78955078125
596,20330.015625
597,19524.837890625
598,19918.0703125
599,19311.380859375
600,18649.703125
601,19863.01171875
602,20092.10546875
603,17699.97265625
604,18362.37109375
605,18362.37109375
606,25783.0625
607,25918.87890625
608,26094.59375
609,26094.59375
610,33389.53125
611,31612.515625
612,31612.515625
613,42878.8828125
614,32610.65625
615,25090.62109375
616,28011.736328125
617,32140.966796875
618,30015.916015625
619,30990.447265625
620,43191.75
621,42776.03125
622,30847.775390625
623,26998.6484375
624,27582.37109375
625,27582.37109375
626,29773.65625
627,32017.04296875
628,26094.59375
629,29079.1953125
630,34620.4375
631,29410.2890625
632,30350.41015625
633,29972.05078125
634,29972.05078125
635,30188.677734375
636,26094.59375
637,40092.84765625
638,30943.455078125
639,30142.35546875
640,31177.38671875
641,28782.763671875
642,32494.19140625
643,30534.408203125
644,39017.5625
645,29238.013671875
646,26084.349609375
647,32109.826171875
648,28728.9765625
649,31306.125
650,25900.14453125
651,25900.14453125
652,25918.87890625
653,31309.09375
654,27591.58984375
655,30032.234375
656,32538.421875
657,27629.021484375
658,30118.6015625
659,36137.44921875
660,31877.595703125
661,31877.595703125
662,29994.828125
663,30353.95703125
664,34021.98046875
665,28799.166015625
666,31945.486328125
667,30455.03515625
668,30787.83203125
669,32854.578125
670,10593.138671875
671,49070.19921875
672,27250.87890625
673,27969.310546875
674,30936.419921875
675,28329.302734375
676,37880.59375
677,32594.373046875
678,28997.236328125
679,29896.33203125
680,32377.9609375
681,25046.740234375
682,33623.9765625
683,32397.90234375
684,29550.615234375
685,34763.1640625
686,28082.74609375
687,29994.828125
688,9261.74609375
689,25001.8828125
690,29452.888671875
691,29452.888671875
692,45188.72265625
693,10935.494140625
694,36579.1796875
695,29956.12890625
696,30171.021484375
697,34891.07421875
698,31557.81640625
699,29854.431640625
700,29067.677734375
701,30403.423828125
702,30403.423828125
703,29346.005859375
704,25837.923828125
705,30103.189453125
706,32330.19140625
707,30566.302734375
708,25504.98046875
709,25926.068359375
710,27943.51953125
711,30171.021484375
712,28969.06640625
713,31650.5
714,38114.359375
715,30474.896484375
716,27715.203125
717,27558.0703125
718,27558.0703125
719,20839.658203125
720,28158.96875
721,25640.72265625
722,21906.212890625
723,32717.248046875
724,19250.080078125
725,19250.080078125
726,14698.33203125
727,20203.76953125
728,22078.533203125
729,29424.498046875
730,18784.080078125
731,25328.740234375
732,22032.0546875
733,27715.203125
734,25020.220703125
735,25965.349609375
736,25428.7734375
737,27450.013671875
738,25422.9765625
739,24684.736328125
740,25246.8125
741,29303.611328125
742,28510.52734375
743,21636.23046875
744,18835.03515625
745,29903.044921875
746,19872.359375
747,23004.6875
748,23872.3515625
749,23500.232421875
750,10774.515625
751,27996.515625
752,31992.4140625
753,25168.087890625
754,20181.236328125
755,19112.4921875
756,19815.423828125
757,31073.896484375
758,27571.16796875
759,25421.0390625
760,19577.72265625
761,23997.443359375
762,20645.623046875
763,20762.84765625
764,15080.59375
765,14303.322265625
766,25902.08203125
767,27552.603515625
768,20356.46875
769,29137.224609375
770,24557.044921875
771,23738.130859375
772,21400.3359375
773,14455.5771484375
774,22501.873046875
775,15245.9208984375
776,20385.4375
777,30076.677734375
778,22267.28125
779,22094.296875
780,18524.125
781,12269.4765625
782,22456.44140625
783,21458.96484375
784,14147.84765625
785,20296.345703125
786,22745.708984375
787,11728.013671875
788,11728.013671875
789,22506.349609375
790,15282.3544921875
791,15637.59375
792,29218.259765625
793,18269.9921875
794,21676.1640625
795,26845.443359375
796,27640.03515625
797,18014.71484375
798,12530.1796875
799,11738.173828125
800,14799.3896484375
801,14799.3896484375
802,15289.6396484375
803,15403.8271484375
804,18250.341796875
805,26199.173828125
806,26199.173828125
807,13533.251953125
808,12263.3212890625
809,22146.712890625
810,22004.01171875
811,16913.861328125
812,16913.861328125
813,14116.259765625
814,20907.06640625
815,42981.08203125
816,27721.48828125
817,29743.91796875
818,22011.990234375
819,24804.333984375
820,27013.22265625
821,14562.2109375
822,14426.7431640625
823,14287.427734375
824,19729.927734375
825,22081.568359375
826,15242.0380859375
827,22703.517578125
828,14633.36328125
829,21811.662109375
830,32848.3359375
831,15040.8408203125
832,16303.2060546875
833,24196.6796875
834,15890.189453125
835,19543.458984375
836,19458.04296875
837,15436.8076171875
838,26562.908203125
839,16111.5478515625
840,13512.517578125
841,16993.99609375
842,22764.75390625
843,22764.75390625
844,14610.7548828125
845,19686.21875
846,19885.0625
847,19839.119140625
848,19740.435546875
849,14734.5107421875
850,14734.5107421875
851,19273.572265625
852,14707.33203125
853,14734.5107421875
854,14629.548828125
855,19832.703125
856,19775.021484375
857,19832.703125
858,14608.115234375
859,14727.2197265625
860,19887.55859375
861,14724.462890625
862,27083.654296875
863,14734.5107421875
864,14735.5537109375
865,14566.21484375
866,19881.888671875
867,19887.703125
868,14610.7548828125
869,19628.2109375
870,14727.2197265625
871,19696.60546875
872,14724.462890625
873,14735.4072265625
874,14680.8876953125
875,19888.599609375
876,19888.599609375
877,14545.4033203125
878,14566.21484375
879,19686.21875
880,19676.224609375
881,14610.7548828125
882,14731.0126953125
883,14986.6044921875
884,19686.21875
885,19688.298828125
886,14834.814453125
887,14889.32421875
888,14689.947265625
889,14929.6533203125
890,28899.9140625
891,14966.6591796875
892,19664.162109375
893,19866.4765625
894,14689.947265625
895,19695.701171875
896,19840.703125
897,14969.619140625
898,14899.2294921875
899,14847.611328125
900,14969.619140625
901,19704.349609375
902,14969.619140625
903,19605.703125
904,19893.3671875
905,14965.912109375
906,14819.0341796875
907,14889.51953125
908,19726.8671875
909,19511.796875
910,14982.4892578125
911,14964.802734375
912,14969.619140625
913,19759.353515625
914,19938.173828125
915,14984.5556640625
916,20099.919921875
917,14969.2978515625
918,19712.935546875
919,19459.826171875
920,19673.87890625
921,15055.0302734375
922,19458.91015625
923,19729.82421875
924,15125.2197265625
925,15055.0302734375
926,14996.41015625
927,15141.345703125
928,15127.9423828125
929,15125.2197265625
930,15049.134765625
931,19509.330078125
932,18976.91796875
933,14686.3623046875
934,19749.810546875
935,19723.240234375
936,19910.189453125
937,19744.060546875
938,19365.603515625
939,14647.6728515625
940,14647.6728515625
941,19741.833984375
942,19783.248046875
943,14664.173828125
944,19699.2734375
945,19863.458984375
946,14566.412109375
947,19783.248046875
948,14793.0068359375
949,14642.4423828125
950,19575.4296875
951,14502.7421875
952,14686.3623046875
953,14705.7431640625
954,19915.96875
955,14748.048828125
956,19878.564453125
957,19744.060546875
958,23248.728515625
959,19723.68359375
960,14738.0302734375
961,14955.7578125
962,19616.712890625
963,14787.845703125
964,14871.634765625
965,19767.794921875
966,19491.93359375
967,19797.16796875
968,19491.93359375
969,14726.369140625
970,14648.1201171875
971,19829.34375
972,14961.1181640625
973,19696.45703125
974,14648.1201171875
975,19525.982421875
976,14726.369140625
977,14642.4423828125
978,14664.173828125
979,19756.552734375
980,15021.4658203125
981,28530.9375
982,19709.599609375
983,14725.1689453125
984,14535.2900390625
985,19774.880859375
986,14590.30859375
987,19721.416015625
988,14992.75
989,14961.1181640625
990,19760.43359375
991,19674.015625
992,19678.85546875
993,14705.7431640625
994,14686.3623046875
995,19525.982421875
996,19767.794921875
997,19771.755859375
998,15073.1044921875
999,23352.4140625
1000,19770.373046875
1001,14686.3623046875
1002,19863.908203125
1003,19755.013671875
1004,24552.1875
1005,14981.7724609375
1006,19774.880859375
1007,19754.81640625
1008,15005.1953125
1009,19892.853515625
1010,23862.4296875
1011,19869.599609375
1012,19777.75390625
1013,19735.400390625
1014,14792.7138671875
1015,14822.20703125
1016,14822.20703125
1017,19686.619140625
1018,19750.677734375
1019,19760.52734375
1020,19553.50390625
1021,19795.412109375
1022,14711.4365234375
1023,19664.37109375
1024,15044.8603515625
1025,19751.82421875
1026,19718.09765625
1027,19686.619140625
1028,19740.880859375
1029,19751.82421875
1030,14976.6923828125
1031,14891.6962890625
1032,19600.44140625
1033,19676.43359375
1034,15007.0751953125
1035,23285.3671875
1036,14845.5673828125
1037,19763.1953125
1038,19718.09765625
1039,14951.9736328125
1040,19924.646484375
1041,19686.619140625
1042,19856.826171875
1043,14913.1328125
1044,14941.8291015625
1045,19678.248046875
1046,15007.0751953125
1047,19892.853515625
1048,14940.0087890625
1049,14792.7138671875
1050,19782.236328125
1051,22438.703125
1052,14890.1181640625
1053,14975.314453125
1054,19668.71875
1055,14913.1328125
1056,29977.072265625
1057,23934.64453125
1058,19763.1953125
1059,14990.4443359375
1060,14778.6357421875
1061,19678.248046875
1062,19870.13671875
1063,15094.58203125
1064,15025.8330078125
1065,28659.556640625
1066,19627.345703125
1067,19627.345703125
1068,24357.41796875
1069,24264.447265625
1070,19570.720703125
1071,15065.1220703125
1072,15082.2236328125
1073,19460.640625
1074,19874.392578125
1075,19608.1875
1076,15030.5361328125
1077,24528.90234375
1078,19538.59375
1079,19531.583984375
1080,15469.7412109375
1081,19527.001953125
1082,15134.4267578125
1083,19227.58203125
1084,15077.8466796875
1085,19490.9609375
1086,19530.48828125
1087,15058.1279296875
1088,19395.58203125
1089,19597.734375
1090,19688.267578125
1091,19527.001953125
1092,19739.537109375
1093,15488.244140625
1094,15421.833984375
1095,19061.587890625
1096,27830.11328125
1097,21321.900390625
1098,28140.505859375
1099,28140.505859375
1100,25061.875
1101,17128.625
1102,17806.1953125
1103,25744.4296875
1104,22591.96484375
1105,26002.939453125
1106,26513.990234375
1107,15475.94921875
1108,22693.3046875
1109,15401.904296875
1110,15493.171875
1111,25479.9375
1112,17728.32421875
1113,24463.15625
1114,24463.15625
1115,22954.953125
1116,20589.640625
1117,19457.0
1118,14999.7958984375
1119,14999.7958984375
1120,15523.5029296875
1121,26778.603515625
1122,16434.13671875
1123,18297.25390625
1124,16986.39453125
1125,34335.78125
1126,26959.3046875
1127,33199.421875
1128,33199.421875
1129,33199.421875
1130,26005.98046875
1131,23058.767578125
1132,29694.85546875
1133,36320.234375
1134,33283.203125
1135,23661.052734375
1136,34354.6015625
1137,25729.978515625
1138,34224.7890625
1139,25451.763671875
1140,35286.9453125
1141,27532.05078125
1142,31696.435546875
1143,26671.236328125
1144,23031.134765625
1145,23661.052734375
1146,26273.87109375
1147,27267.42578125
1148,24722.970703125
1149,28276.48828125
1150,28276.48828125
1151,35030.1328125
1152,31478.201171875
1153,15313.25390625
1154,25427.14453125
1155,23110.998046875
1156,30147.052734375
1157,23392.615234375
1158,23843.494140625
1159,25593.822265625
1160,25593.822265625
1161,32236.66015625
1162,34469.4921875
1163,32766.87109375
1164,35674.3125
1165,24176.0078125
1166,24285.396484375
1167,27251.19140625
1168,27251.19140625
1169,15991.2998046875
1170,26309.21484375
1171,34317.1015625
1172,30717.865234375
1173,36404.0546875
1174,34011.76953125
1175,34112.4296875
1176,31913.45703125
1177,33963.62109375
1178,26117.73046875
1179,28697.513671875
1180,17809.271484375
1181,28303.568359375
1182,16060.24609375
1183,30029.96875
1184,32452.96875
1185,35296.02734375
1186,28373.341796875
1187,19569.8125
1188,34270.7109375
1189,34455.0
1190,25575.369140625
1191,23783.642578125
1192,27553.208984375
1193,29623.05859375
1194,23987.146484375
1195,29884.349609375
1196,29884.349609375
1197,22363.724609375
1198,18932.89453125
1199,16186.32421875
1200,14511.5068359375
1201,18581.35546875
1202,14646.9052734375
1203,19466.90234375
1204,19052.458984375
1205,13447.904296875
1206,20452.541015625
1207,14731.30078125
1208,25590.84375
1209,18015.4921875
1210,19590.61328125
1211,11271.5595703125
1212,14775.2265625
1213,14562.1005859375
1214,19801.42578125
1215,18684.28125
1216,18825.599609375
1217,9279.5498046875
1218,16203.654296875
1219,18146.58984375
1220,12668.990234375
1221,20393.71484375
1222,28517.28515625
1223,8819.3388671875
1224,30510.732421875
1225,11436.7685546875
1226,28798.62890625
1227,20010.6015625
1228,22432.6171875
1229,26667.982421875
1230,11436.7685546875
1231,16286.1220703125
1232,9221.6611328125
1233,15598.734375
1234,18379.611328125
1235,32289.650390625
1236,14798.8525390625
1237,18241.392578125
1238,9967.259765625
1239,15997.39453125
1240,9221.6611328125
1241,10121.4287109375
1242,24719.93359375
1243,22125.12890625
1244,27555.25390625
1245,11664.869140625
1246,11854.25390625
1247,15452.7001953125
1248,26036.6171875
1249,12389.9921875
1250,18729.3515625
1251,22359.015625
1252,21661.857421875
1253,27716.619140625
1254,15602.1201171875
1255,20242.97265625
1256,15712.5302734375
1257,33037.28125
1258,20106.544921875
1259,10038.9208984375
1260,16122.12890625
1261,30255.046875
1262,10038.9208984375
1263,10038.9208984375
1264,13142.623046875
1265,22050.224609375
1266,22050.224609375
1267,30502.314453125
1268,22586.044921875
1269,22586.044921875
1270,12366.986328125
1271,17212.46484375
1272,30432.4296875
1273,33245.890625
1274,11597.93359375
1275,27268.61328125
1276,22774.86328125
1277,18823.736328125
1278,22872.59765625
1279,16031.666015625
1280,16031.666015625
1281,15295.642578125
1282,16722.849609375
1283,21742.212890625
1284,21742.212890625
1285,16313.9697265625
1286,14226.876953125
1287,11218.220703125
1288,16264.6171875
1289,20606.62109375
1290,20606.62109375
1291,7075.43115234375
1292,20304.63671875
1293,20304.63671875
1294,7075.43115234375
1295,7075.43115234375
1296,13392.4912109375
1297,17163.322265625
1298,16993.58984375
1299,18091.447265625
1300,9469.1279296875
1301,26086.66796875
1302,17324.884765625
1303,19462.408203125
1304,25926.69140625
1305,25926.69140625
1306,15881.1904296875
1307,28087.796875
1308,28087.796875
1309,19761.431640625
1310,18604.513671875
1311,17184.98828125
1312,7278.09033203125
1313,6723.419921875
1314,27354.984375
1315,24443.525390625
1316,16339.5654296875
1317,26184.703125
1318,25773.68359375
1319,19328.408203125
1320,8538.455078125
1321,26331.8984375
1322,15118.4306640625
1323,18432.05078125
1324,17464.2421875
1325,17299.658203125
1326,16043.291015625
1327,12002.7138671875
1328,17269.580078125
1329,15164.056640625
1330,17338.36328125
1331,17324.884765625
1332,17454.5859375
1333,14876.2080078125
1334,14841.2138671875
1335,14069.4833984375
1336,16345.7392578125
1337,15756.2041015625
1338,16509.400390625
1339,22602.30859375
1340,15168.224609375
1341,16522.599609375
1342,15900.4091796875
1343,17182.076171875
1344,16908.783203125
1345,16370.2939453125
1346,18924.876953125
1347,16188.0751953125
1348,13927.8935546875
1349,28392.14453125
1350,7039.54931640625
1351,17196.51953125
1352,15212.0
1353,9084.41796875
1354,7752.41845703125
1355,20300.873046875
1356,25276.052734375
1357,19415.796875
1358,7039.54931640625
1359,20754.595703125
1360,19955.404296875
1361,22013.201171875
1362,16528.2890625
1363,18803.28125
1364,7823.7626953125
1365,29405.173828125
1366,7306.61376953125
1367,27849.3203125
1368,7072.41015625
1369,20754.595703125
1370,19459.3515625
1371,27661.08984375
1372,21467.94921875
1373,12916.421875
1374,8370.5849609375
1375,9723.4169921875
1376,15781.2841796875
1377,22009.384765625
1378,26983.306640625
1379,8869.931640625
1380,16093.423828125
1381,16827.755859375
1382,25302.111328125
1383,18383.248046875
1384,16931.67578125
1385,5615.4150390625
1386,18036.2578125
1387,20836.95703125
1388,6306.58251953125
1389,20770.099609375
1390,28434.30859375
1391,17230.544921875
1392,20192.5546875
1393,11409.40625
1394,18491.001953125
1395,16304.90625
1396,23432.23828125
1397,15940.0517578125
1398,7559.7255859375
1399,20192.12109375
1400,8368.1650390625
1401,17230.544921875
1402,23948.740234375
1403,20608.423828125
1404,20564.134765625
1405,22152.42578125
1406,25739.5078125
1407,29399.998046875
1408,21504.603515625
1409,29081.130859375
1410,28105.58203125
1411,31177.416015625
1412,24820.318359375
1413,29576.591796875
1414,20180.435546875
1415,15305.603515625
1416,13674.1630859375
1417,30631.005859375
1418,13289.63671875
1419,20417.0546875
1420,25243.658203125
1421,29247.98046875
1422,22506.5546875
1423,22147.427734375
1424,28065.005859375
1425,20014.193359375
1426,29140.94921875
1427,21020.291015625
1428,35422.28125
1429,20886.89453125
1430,34665.00390625
1431,22679.53125
1432,20899.904296875
1433,16911.982421875
1434,18172.45703125
1435,24980.38671875
1436,21008.96875
1437,20956.955078125
1438,14922.96875
1439,20956.955078125
1440,29572.451171875
1441,25340.732421875
1442,16746.923828125
1443,16746.923828125
1444,25282.724609375
1445,18238.703125
1446,18796.533203125
1447,24747.263671875
1448,16678.6015625
1449,18610.03515625
1450,25139.806640625
1451,22423.69921875
1452,18637.115234375
1453,25607.037109375
1454,18680.71484375
1455,24487.21484375
1456,24334.3125
1457,19078.6328125
1458,15346.025390625
1459,14197.1474609375
1460,14197.1474609375
1461,18346.388671875
1462,20500.986328125
1463,26980.39453125
1464,16511.525390625
1465,22370.310546875
1466,18508.34765625
1467,19399.43359375
1468,18290.68359375
1469,24750.390625
1470,25331.8984375
1471,19012.78125
1472,17940.400390625
1473,25192.62890625
1474,17136.115234375
1475,26663.009765625
1476,17946.7890625
1477,24792.03125
1478,17534.03515625
1479,20973.56640625
1480,20973.56640625
1481,21498.548828125
1482,21498.548828125
1483,16477.37890625
1484,13318.755859375
1485,20073.876953125
1486,18931.408203125
1487,13242.859375
1488,20893.859375
1489,11742.994140625
1490,12880.8447265625
1491,26869.91015625
1492,25505.03515625
1493,24127.86328125
1494,25716.46875
1495,22617.84765625
